date,election,state,seat,dm,pm,saluran,ballot_order,candidate_uid,name_on_ballot,name,sex,ethnicity,age,party_on_ballot,party_uid,party,coalition_uid,coalition,votes,votes_perc
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SK Serting (FELDA),3,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,96,30.86816720257235
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SK Serting (FELDA),4,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,211,72.01365187713311
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SK Serting (FELDA),4,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,82,27.986348122866893
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SK Serting (FELDA),5,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,189,66.54929577464789
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SK Serting (FELDA),5,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,95,33.45070422535211
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SMK Seri Jempol,1,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,116,44.274809160305345
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SMK Seri Jempol,1,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,146,55.72519083969466
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SMK Seri Jempol,2,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,141,50.0
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SMK Seri Jempol,2,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,141,50.0
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SMK Seri Jempol,3,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,272,70.46632124352331
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SMK Seri Jempol,3,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,114,29.533678756476682
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SMK Seri Jempol,4,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,273,67.57425742574257
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SMK Seri Jempol,4,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,131,32.42574257425743
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SMK Seri Jempol,5,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,256,67.19160104986877
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/06 FELDA Raja Alias,SMK Seri Jempol,5,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,125,32.808398950131235
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK (FELDA) Serting Hilir 2,1,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,122,33.2425068119891
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK (FELDA) Serting Hilir 2,1,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,245,66.7574931880109
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK (FELDA) Serting Hilir 2,2,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,134,51.53846153846153
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK (FELDA) Serting Hilir 2,2,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,126,48.46153846153846
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK (FELDA) Serting Hilir 2,3,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,178,56.86900958466453
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK (FELDA) Serting Hilir 2,3,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,135,43.13099041533546
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK (FELDA) Serting Hilir 2,4,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,188,54.17867435158501
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK (FELDA) Serting Hilir 2,4,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,159,45.821325648414984
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK Serting Hilir Kompleks,1,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,107,36.271186440677965
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK Serting Hilir Kompleks,1,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,188,63.72881355932203
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK Serting Hilir Kompleks,2,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,119,39.79933110367893
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK Serting Hilir Kompleks,2,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,180,60.200668896321076
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK Serting Hilir Kompleks,3,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,206,60.946745562130175
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK Serting Hilir Kompleks,3,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,132,39.053254437869825
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK Serting Hilir Kompleks,4,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,219,66.97247706422019
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK Serting Hilir Kompleks,4,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,108,33.02752293577982
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK Serting Hilir Kompleks,5,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,218,59.40054495912806
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SK Serting Hilir Kompleks,5,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,149,40.59945504087194
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SMK Serting Hilir Kompleks,1,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,121,35.27696793002916
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SMK Serting Hilir Kompleks,1,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,222,64.72303206997084
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SMK Serting Hilir Kompleks,2,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,139,52.255639097744364
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SMK Serting Hilir Kompleks,2,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,127,47.744360902255636
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SMK Serting Hilir Kompleks,3,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,196,65.11627906976744
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SMK Serting Hilir Kompleks,3,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,105,34.883720930232556
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SMK Serting Hilir Kompleks,4,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,225,65.40697674418605
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/07 Bandar Baru Serting Ilir,SMK Serting Hilir Kompleks,4,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,119,34.593023255813954
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/08 Kampong Geddes,SJK (Tamil & Telugu) Ladang Geddes,1,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,16,9.35672514619883
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/08 Kampong Geddes,SJK (Tamil & Telugu) Ladang Geddes,1,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,155,90.64327485380117
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/08 Kampong Geddes,SJK (Tamil & Telugu) Ladang Geddes,2,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,32,16.0
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/08 Kampong Geddes,SJK (Tamil & Telugu) Ladang Geddes,2,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,168,84.0
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/09 Kampong Geddes Tengah,SJK (C) Chung Hua,1,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,22,14.666666666666666
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/09 Kampong Geddes Tengah,SJK (C) Chung Hua,1,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,128,85.33333333333334
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/09 Kampong Geddes Tengah,SJK (C) Chung Hua,2,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,16,8.333333333333332
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/09 Kampong Geddes Tengah,SJK (C) Chung Hua,2,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,176,91.66666666666666
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/09 Kampong Geddes Tengah,SJK (C) Chung Hua,3,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,24,11.881188118811881
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/09 Kampong Geddes Tengah,SJK (C) Chung Hua,3,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,178,88.11881188118812
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/09 Kampong Geddes Tengah,SJK (C) Chung Hua,4,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,23,13.142857142857142
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/09 Kampong Geddes Tengah,SJK (C) Chung Hua,4,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,152,86.85714285714286
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/10 Ladang Sungai Sebaling,SJK (T) Ladang Sg. Sebaling,1,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,27,35.064935064935064
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/10 Ladang Sungai Sebaling,SJK (T) Ladang Sg. Sebaling,1,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,50,64.93506493506493
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,1,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,123,41.55405405405405
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,1,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,173,58.445945945945944
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,2,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,132,41.904761904761905
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,2,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,183,58.0952380952381
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,3,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,243,66.57534246575342
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,3,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,122,33.42465753424658
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,4,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,249,67.8474114441417
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,4,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,118,32.15258855585831
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,5,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,255,69.48228882833789
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,5,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,112,30.517711171662125
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,6,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,248,64.24870466321244
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SK Dato Penghulu Luak Jempol,6,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,138,35.751295336787564
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,1,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,125,41.254125412541256
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,1,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,178,58.745874587458744
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,2,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,160,52.980132450331126
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,2,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,142,47.019867549668874
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,3,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,215,66.56346749226006
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,3,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,108,33.43653250773993
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,4,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,188,69.37269372693727
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,4,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,83,30.627306273062732
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,5,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,181,63.286713286713294
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,5,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,105,36.71328671328671
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,6,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,225,65.59766763848397
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/11 Bandar Seri Jempol,SMK Bandar Baru Serting,6,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,118,34.40233236151604
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/UP Undi Pos,Undi Pos,1,1,AGSVM,Ustaz Fairuz,Mohd Fairuz bin Mohd Isa,M,Malay,47,PN,004-PAS,PAS,011-PN,PN,171,54.807692307692314
2023-08-12,SE-15,Negeri Sembilan,N.05 Serting,127/05/UP Undi Pos,Undi Pos,1,2,0WC23,Muhamad Zamri Omar,Muhamad Zamri bin Omar,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,141,45.19230769230769
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,"127/06/01 Palong 14, 15 & 16",SK Palong 14,1,1,4A24C,Noor Azuan,Noor Azuan bin Parmin,M,Malay,53,PN,107-BERSATU,BERSATU,011-PN,PN,97,28.362573099415204
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,"127/06/01 Palong 14, 15 & 16",SK Palong 14,1,2,3NDQ2,Mustapha Bin Nagoor,Mustapha bin Nagoor,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,245,71.6374269005848
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,"127/06/01 Palong 14, 15 & 16",SK Palong 14,2,1,4A24C,Noor Azuan,Noor Azuan bin Parmin,M,Malay,53,PN,107-BERSATU,BERSATU,011-PN,PN,164,48.95522388059702
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,"127/06/01 Palong 14, 15 & 16",SK Palong 14,2,2,3NDQ2,Mustapha Bin Nagoor,Mustapha bin Nagoor,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,171,51.04477611940299
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,"127/06/01 Palong 14, 15 & 16",SK Palong 14,3,1,4A24C,Noor Azuan,Noor Azuan bin Parmin,M,Malay,53,PN,107-BERSATU,BERSATU,011-PN,PN,153,47.66355140186916
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,"127/06/01 Palong 14, 15 & 16",SK Palong 14,3,2,3NDQ2,Mustapha Bin Nagoor,Mustapha bin Nagoor,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,168,52.336448598130836
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),1,1,4A24C,Noor Azuan,Noor Azuan bin Parmin,M,Malay,53,PN,107-BERSATU,BERSATU,011-PN,PN,86,29.553264604810998
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),1,2,3NDQ2,Mustapha Bin Nagoor,Mustapha bin Nagoor,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,205,70.44673539518901
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),2,1,4A24C,Noor Azuan,Noor Azuan bin Parmin,M,Malay,53,PN,107-BERSATU,BERSATU,011-PN,PN,93,28.09667673716012
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),2,2,3NDQ2,Mustapha Bin Nagoor,Mustapha bin Nagoor,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,238,71.90332326283988
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),3,1,4A24C,Noor Azuan,Noor Azuan bin Parmin,M,Malay,53,PN,107-BERSATU,BERSATU,011-PN,PN,175,46.79144385026738
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),3,2,3NDQ2,Mustapha Bin Nagoor,Mustapha bin Nagoor,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,199,53.20855614973262
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),4,1,4A24C,Noor Azuan,Noor Azuan bin Parmin,M,Malay,53,PN,107-BERSATU,BERSATU,011-PN,PN,193,56.4327485380117
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),4,2,3NDQ2,Mustapha Bin Nagoor,Mustapha bin Nagoor,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,149,43.567251461988306
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),5,1,4A24C,Noor Azuan,Noor Azuan bin Parmin,M,Malay,53,PN,107-BERSATU,BERSATU,011-PN,PN,199,55.58659217877096
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),5,2,3NDQ2,Mustapha Bin Nagoor,Mustapha bin Nagoor,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,159,44.41340782122905
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),6,1,4A24C,Noor Azuan,Noor Azuan bin Parmin,M,Malay,53,PN,107-BERSATU,BERSATU,011-PN,PN,170,50.595238095238095
2023-08-12,SE-15,Negeri Sembilan,N.06 Palong,127/06/02 Palong 8,SK Palong 8 (FELDA),6,2,3NDQ2,Mustapha Bin Nagoor,Mustapha bin Nagoor,M,Malay,56,BN,001-UMNO,UMNO,001-BN,BN,166,49.404761904761905
