date,election,state,seat,dm,pm,saluran,ballot_order,candidate_uid,name_on_ballot,name,sex,ethnicity,age,party_on_ballot,party_uid,party,coalition_uid,coalition,votes,votes_perc
2022-03-12,SE-15,Johor,N.11 Serom,144/11/05 Bukit Kangkar,SK Bukit Kangkar,2,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,7,3.1963470319634704
2022-03-12,SE-15,Johor,N.11 Serom,144/11/05 Bukit Kangkar,SK Bukit Kangkar,2,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,59,26.94063926940639
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,1,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,56,19.58041958041958
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,1,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,49,17.132867132867133
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,1,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,2,0.6993006993006993
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,1,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,179,62.58741258741259
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,2,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,94,29.01234567901235
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,2,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,87,26.851851851851855
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,2,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,3,0.9259259259259258
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,2,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,140,43.20987654320987
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,3,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,79,31.85483870967742
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,3,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,73,29.435483870967744
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,3,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,2,0.8064516129032258
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,3,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,94,37.903225806451616
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,4,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,107,34.516129032258064
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,4,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,59,19.032258064516128
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,4,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,3,0.967741935483871
2022-03-12,SE-15,Johor,N.11 Serom,144/11/06 Serom Darat,SK Serom 3,4,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,141,45.483870967741936
2022-03-12,SE-15,Johor,N.11 Serom,144/11/07 Serom Lima,SK Serom 5,1,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,55,22.35772357723577
2022-03-12,SE-15,Johor,N.11 Serom,144/11/07 Serom Lima,SK Serom 5,1,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,8,3.2520325203252036
2022-03-12,SE-15,Johor,N.11 Serom,144/11/07 Serom Lima,SK Serom 5,1,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,0,0.0
2022-03-12,SE-15,Johor,N.11 Serom,144/11/07 Serom Lima,SK Serom 5,1,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,183,74.39024390243902
2022-03-12,SE-15,Johor,N.11 Serom,144/11/07 Serom Lima,SK Serom 5,2,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,97,34.519572953736656
2022-03-12,SE-15,Johor,N.11 Serom,144/11/07 Serom Lima,SK Serom 5,2,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,12,4.270462633451958
2022-03-12,SE-15,Johor,N.11 Serom,144/11/07 Serom Lima,SK Serom 5,2,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,5,1.7793594306049825
2022-03-12,SE-15,Johor,N.11 Serom,144/11/07 Serom Lima,SK Serom 5,2,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,167,59.430604982206404
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,1,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,64,21.052631578947366
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,1,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,80,26.31578947368421
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,1,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,22,7.236842105263158
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,1,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,138,45.39473684210527
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,2,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,107,31.1046511627907
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,2,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,107,31.1046511627907
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,2,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,2,0.5813953488372093
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,2,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,128,37.2093023255814
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,3,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,111,31.35593220338983
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,3,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,92,25.98870056497175
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,3,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,5,1.4124293785310735
2022-03-12,SE-15,Johor,N.11 Serom,144/11/08 Serom Lapan,Sekolah Agama Serom 8,3,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,146,41.24293785310734
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,1,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,34,14.285714285714285
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,1,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,100,42.016806722689076
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,1,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,9,3.7815126050420167
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,1,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,95,39.91596638655462
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,2,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,59,21.14695340501792
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,2,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,106,37.992831541218635
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,2,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,4,1.4336917562724014
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,2,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,110,39.42652329749104
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,3,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,81,28.222996515679444
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,3,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,121,42.1602787456446
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,3,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,3,1.0452961672473868
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,3,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,82,28.57142857142857
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,4,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,87,29.692832764505116
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,4,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,112,38.225255972696246
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,4,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,4,1.3651877133105803
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,4,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,90,30.716723549488055
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,5,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,111,30.0
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,5,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,106,28.64864864864865
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,5,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,5,1.3513513513513513
2022-03-12,SE-15,Johor,N.11 Serom,144/11/09 Serom Baroh,Sekolah Agama Serom 3,5,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,148,40.0
2022-03-12,SE-15,Johor,N.11 Serom,144/11/10 Bandar Serom,SJK (C) Chung Hwa,1,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,24,9.836065573770492
2022-03-12,SE-15,Johor,N.11 Serom,144/11/10 Bandar Serom,SJK (C) Chung Hwa,1,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,155,63.52459016393443
2022-03-12,SE-15,Johor,N.11 Serom,144/11/10 Bandar Serom,SJK (C) Chung Hwa,1,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,5,2.0491803278688523
2022-03-12,SE-15,Johor,N.11 Serom,144/11/10 Bandar Serom,SJK (C) Chung Hwa,1,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,60,24.59016393442623
2022-03-12,SE-15,Johor,N.11 Serom,144/11/10 Bandar Serom,SJK (C) Chung Hwa,2,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,37,12.251655629139073
2022-03-12,SE-15,Johor,N.11 Serom,144/11/10 Bandar Serom,SJK (C) Chung Hwa,2,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,178,58.94039735099338
2022-03-12,SE-15,Johor,N.11 Serom,144/11/10 Bandar Serom,SJK (C) Chung Hwa,2,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,1,0.33112582781456956
2022-03-12,SE-15,Johor,N.11 Serom,144/11/10 Bandar Serom,SJK (C) Chung Hwa,2,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,86,28.47682119205298
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,1,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,56,23.931623931623932
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,1,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,73,31.196581196581196
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,1,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,5,2.1367521367521367
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,1,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,100,42.73504273504273
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,2,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,60,17.595307917888565
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,2,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,163,47.80058651026393
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,2,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,2,0.5865102639296188
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,2,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,116,34.01759530791789
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,3,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,97,35.92592592592593
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,3,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,107,39.62962962962963
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,3,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,4,1.4814814814814816
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,3,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,62,22.962962962962962
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,4,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,86,31.970260223048324
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,4,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,91,33.82899628252788
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,4,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,6,2.2304832713754648
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,4,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,86,31.970260223048324
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,5,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,100,33.11258278145696
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,5,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,104,34.437086092715234
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,5,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,6,1.9867549668874174
2022-03-12,SE-15,Johor,N.11 Serom,144/11/11 Sungai Mati,SMK Tengku Mahmud Iskandar,5,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,92,30.4635761589404
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,1,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,72,25.622775800711743
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,1,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,54,19.217081850533805
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,1,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,5,1.7793594306049825
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,1,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,150,53.380782918149464
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,2,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,86,39.63133640552996
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,2,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,55,25.34562211981567
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,2,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,2,0.9216589861751152
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,2,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,74,34.10138248847927
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,3,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,75,31.12033195020747
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,3,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,44,18.25726141078838
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,3,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,4,1.6597510373443984
2022-03-12,SE-15,Johor,N.11 Serom,144/11/12 Kesang Tasek,SK Kesang Tasek,3,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,118,48.96265560165975
2022-03-12,SE-15,Johor,N.11 Serom,144/11/13 Bandar Sungai Mati,SK Abdullah,1,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,33,15.137614678899084
2022-03-12,SE-15,Johor,N.11 Serom,144/11/13 Bandar Sungai Mati,SK Abdullah,1,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,86,39.44954128440367
2022-03-12,SE-15,Johor,N.11 Serom,144/11/13 Bandar Sungai Mati,SK Abdullah,1,3,FFAGB,Abdul Azim Bin Abdul Malek,Abdul Azim bin Abdul Malek,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,2,0.9174311926605505
2022-03-12,SE-15,Johor,N.11 Serom,144/11/13 Bandar Sungai Mati,SK Abdullah,1,4,JX0JM,Khairin-Nisa,Khairin-Nisa binti Ismail,F,Malay,58,BN,001-UMNO,UMNO,001-BN,BN,97,44.4954128440367
2022-03-12,SE-15,Johor,N.11 Serom,144/11/13 Bandar Sungai Mati,SK Abdullah,2,1,8KYBS,Ustaz Tok Rahmat,Rahmat bin Daud,M,Malay,52,PN,004-PAS,PAS,011-PN,PN,114,27.403846153846157
2022-03-12,SE-15,Johor,N.11 Serom,144/11/13 Bandar Sungai Mati,SK Abdullah,2,2,C1ME2,Asim Abdullah,Asim Abdullah bin Ainullotfi,M,Malay,33,PH,046-AMANAH,AMANAH,007-PH,PH,147,35.33653846153847
