date,election,state,seat,dm,pm,saluran,ballot_order,candidate_uid,name_on_ballot,name,sex,ethnicity,age,party_on_ballot,party_uid,party,coalition_uid,coalition,votes,votes_perc
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,2,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,3,1.2658227848101267
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,2,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,86,36.28691983122363
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,3,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,112,40.57971014492754
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,3,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1,0.36231884057971014
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,3,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,80,28.985507246376812
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,3,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,2,0.7246376811594203
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,3,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,81,29.347826086956523
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,4,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,90,39.823008849557525
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,4,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,3,1.3274336283185841
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,4,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,79,34.95575221238938
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,4,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,0,0.0
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,4,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,54,23.893805309734514
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,5,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,108,53.46534653465347
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,5,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1,0.49504950495049505
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,5,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,52,25.742574257425744
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,5,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,1,0.49504950495049505
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,5,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,40,19.801980198019802
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,6,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,113,54.066985645933016
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,6,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,2,0.9569377990430622
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,6,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,50,23.923444976076556
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,6,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,0,0.0
2022-03-12,SE-15,Johor,N.32 Endau,154/32/02 Bandar Endau Utara,SK Bandar Endau,6,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,44,21.052631578947366
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,1,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,78,37.68115942028986
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,1,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,4,1.932367149758454
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,1,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,27,13.043478260869565
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,1,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,1,0.4830917874396135
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,1,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,97,46.85990338164252
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,2,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,126,52.719665271966534
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,2,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1,0.41841004184100417
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,2,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,35,14.644351464435147
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,2,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,4,1.6736401673640167
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,2,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,73,30.543933054393307
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,3,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,182,60.46511627906976
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,3,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1,0.33222591362126247
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,3,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,34,11.295681063122924
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,3,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,1,0.33222591362126247
2022-03-12,SE-15,Johor,N.32 Endau,154/32/03 Bandar Endau Selatan,Sekolah Agama Bandar Endau,3,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,83,27.57475083056478
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Labong,1,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,81,31.517509727626457
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Labong,1,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,0,0.0
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Labong,1,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,3,1.1673151750972763
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Labong,1,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,1,0.38910505836575876
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Labong,1,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,172,66.9260700389105
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,1,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,121,57.89473684210527
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,1,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,2,0.9569377990430622
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,1,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,13,6.220095693779904
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,1,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,3,1.4354066985645932
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,1,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,70,33.49282296650718
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,2,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,158,69.60352422907489
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,2,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,3,1.3215859030837005
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,2,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,6,2.643171806167401
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,2,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,4,1.762114537444934
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,2,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,56,24.669603524229075
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,3,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,176,72.72727272727273
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,3,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,0,0.0
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,3,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,13,5.371900826446281
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,3,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,0,0.0
2022-03-12,SE-15,Johor,N.32 Endau,154/32/04 Kampung Hubong,SK Pusat Air Tawar,3,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,53,21.90082644628099
2022-03-12,SE-15,Johor,N.32 Endau,154/32/05 Kampung Hubong Barat,SJK (C) Kg Hubong,1,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,70,38.25136612021858
2022-03-12,SE-15,Johor,N.32 Endau,154/32/05 Kampung Hubong Barat,SJK (C) Kg Hubong,1,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1,0.546448087431694
2022-03-12,SE-15,Johor,N.32 Endau,154/32/05 Kampung Hubong Barat,SJK (C) Kg Hubong,1,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,41,22.404371584699454
2022-03-12,SE-15,Johor,N.32 Endau,154/32/05 Kampung Hubong Barat,SJK (C) Kg Hubong,1,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,5,2.73224043715847
2022-03-12,SE-15,Johor,N.32 Endau,154/32/05 Kampung Hubong Barat,SJK (C) Kg Hubong,1,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,66,36.0655737704918
2022-03-12,SE-15,Johor,N.32 Endau,154/32/05 Kampung Hubong Barat,SJK (C) Kg Hubong,2,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,172,59.72222222222222
2022-03-12,SE-15,Johor,N.32 Endau,154/32/05 Kampung Hubong Barat,SJK (C) Kg Hubong,2,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1,0.3472222222222222
2022-03-12,SE-15,Johor,N.32 Endau,154/32/05 Kampung Hubong Barat,SJK (C) Kg Hubong,2,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,54,18.75
2022-03-12,SE-15,Johor,N.32 Endau,154/32/05 Kampung Hubong Barat,SJK (C) Kg Hubong,2,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,1,0.3472222222222222
2022-03-12,SE-15,Johor,N.32 Endau,154/32/05 Kampung Hubong Barat,SJK (C) Kg Hubong,2,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,60,20.833333333333336
2022-03-12,SE-15,Johor,N.32 Endau,154/32/06 Rancangan FELDA Endau,SK Lembaga Endau,1,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,110,39.568345323741006
2022-03-12,SE-15,Johor,N.32 Endau,154/32/06 Rancangan FELDA Endau,SK Lembaga Endau,1,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,5,1.7985611510791366
2022-03-12,SE-15,Johor,N.32 Endau,154/32/06 Rancangan FELDA Endau,SK Lembaga Endau,1,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,10,3.597122302158273
2022-03-12,SE-15,Johor,N.32 Endau,154/32/06 Rancangan FELDA Endau,SK Lembaga Endau,1,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,3,1.079136690647482
2022-03-12,SE-15,Johor,N.32 Endau,154/32/06 Rancangan FELDA Endau,SK Lembaga Endau,1,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,150,53.956834532374096
2022-03-12,SE-15,Johor,N.32 Endau,154/32/06 Rancangan FELDA Endau,SK Lembaga Endau,2,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,204,56.19834710743802
2022-03-12,SE-15,Johor,N.32 Endau,154/32/06 Rancangan FELDA Endau,SK Lembaga Endau,2,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,3,0.8264462809917356
2022-03-12,SE-15,Johor,N.32 Endau,154/32/06 Rancangan FELDA Endau,SK Lembaga Endau,2,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,5,1.3774104683195594
2022-03-12,SE-15,Johor,N.32 Endau,154/32/06 Rancangan FELDA Endau,SK Lembaga Endau,2,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,0,0.0
2022-03-12,SE-15,Johor,N.32 Endau,154/32/06 Rancangan FELDA Endau,SK Lembaga Endau,2,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,151,41.59779614325069
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,1,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,104,43.51464435146444
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,1,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,0,0.0
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,1,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,13,5.439330543933055
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,1,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,2,0.8368200836820083
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,1,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,120,50.2092050209205
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,2,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,157,56.272401433691755
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,2,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,0,0.0
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,2,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,15,5.376344086021505
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,2,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,3,1.0752688172043012
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,2,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,104,37.27598566308244
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,3,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,151,54.31654676258992
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,3,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,4,1.4388489208633095
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,3,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,7,2.5179856115107913
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,3,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,1,0.3597122302158274
2022-03-12,SE-15,Johor,N.32 Endau,154/32/07 Triang,SK Teriang,3,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,115,41.36690647482014
2022-03-12,SE-15,Johor,N.32 Endau,154/32/08 Penyabong,SK Penyabong,1,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,110,47.41379310344828
2022-03-12,SE-15,Johor,N.32 Endau,154/32/08 Penyabong,SK Penyabong,1,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,0,0.0
2022-03-12,SE-15,Johor,N.32 Endau,154/32/08 Penyabong,SK Penyabong,1,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,3,1.293103448275862
2022-03-12,SE-15,Johor,N.32 Endau,154/32/08 Penyabong,SK Penyabong,1,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,1,0.43103448275862066
2022-03-12,SE-15,Johor,N.32 Endau,154/32/08 Penyabong,SK Penyabong,1,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,118,50.86206896551724
2022-03-12,SE-15,Johor,N.32 Endau,154/32/08 Penyabong,SK Penyabong,2,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,162,59.55882352941176
2022-03-12,SE-15,Johor,N.32 Endau,154/32/08 Penyabong,SK Penyabong,2,2,Y9G4P,Ismail Bin Don,Ismail bin Don,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,0,0.0
2022-03-12,SE-15,Johor,N.32 Endau,154/32/08 Penyabong,SK Penyabong,2,3,1Q66Z,Mohammad Fakrulradzi,Mohammad Fakrulradzi bin Mahmud,M,Malay,32,PH,046-AMANAH,AMANAH,007-PH,PH,1,0.3676470588235294
2022-03-12,SE-15,Johor,N.32 Endau,154/32/08 Penyabong,SK Penyabong,2,4,54W98,Mohd Noorhisyam Bin Ibrahim,Mohd Noorhisyam bin Ibrahim,M,Malay,36,PEJUANG,119-PEJUANG,PEJUANG,000-ALONE,ALONE,2,0.7352941176470588
2022-03-12,SE-15,Johor,N.32 Endau,154/32/08 Penyabong,SK Penyabong,2,5,8JJBH,Youzaimi,Mohd Youzaimi bin Yusof,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,107,39.338235294117645
2022-03-12,SE-15,Johor,N.32 Endau,154/32/09 Tanjong Resang,SK Tanjung Resang,1,1,DV1X9,Alwiyah Talib,Alwiyah binti Talib,F,Malay,61,PN,107-BERSATU,BERSATU,011-PN,PN,105,51.21951219512195
